Generation,Filled_Cells,Coverage_%,Best_Fitness
86,17,17.0,1.2055
87,17,17.0,1.2055
88,17,17.0,1.2055
89,17,17.0,1.2055
90,17,17.0,1.2055
91,17,17.0,1.2055
92,17,17.0,1.2055
93,17,17.0,1.2055
94,17,17.0,1.2055
95,17,17.0,1.2055
96,17,17.0,1.2055
97,17,17.0,1.2055
98,17,17.0,1.2055
99,17,17.0,1.2055
1,17,17.0,1.2055
2,17,17.0,1.097
3,17,17.0,1.097
4,17,17.0,1.097
5,17,17.0,1.097
6,17,17.0,1.097
7,18,18.0,1.097
8,18,18.0,1.097
9,18,18.0,1.097
10,19,19.0,1.097
11,19,19.0,1.097
12,19,19.0,1.097
13,19,19.0,1.097
14,19,19.0,1.097
15,19,19.0,1.097
16,19,19.0,1.097
17,19,19.0,1.097
18,19,19.0,1.097
19,19,19.0,1.097
20,19,19.0,1.097
21,19,19.0,1.097
22,19,19.0,1.097
23,19,19.0,1.097
24,19,19.0,1.097
25,19,19.0,1.097
26,19,19.0,1.097
27,20,20.0,1.097
28,20,20.0,1.097
29,20,20.0,1.097
30,20,20.0,1.097
31,20,20.0,1.097
32,20,20.0,1.097
33,20,20.0,0.9952
34,20,20.0,0.9952
35,20,20.0,0.9952
36,20,20.0,0.9952
37,20,20.0,0.9952
38,20,20.0,0.9952
39,21,21.0,0.9952
40,21,21.0,0.9952
41,21,21.0,0.9952
42,21,21.0,0.9952
43,21,21.0,0.9952
44,21,21.0,0.9952
45,21,21.0,0.9952
46,21,21.0,0.9952
47,21,21.0,0.9952
48,21,21.0,0.9952
49,21,21.0,0.9952
50,21,21.0,0.9952
51,21,21.0,0.9952
52,21,21.0,0.9952
53,21,21.0,0.9952
54,21,21.0,0.9952
55,21,21.0,0.9952
56,21,21.0,0.9952
57,21,21.0,0.9952
58,21,21.0,0.9952
59,21,21.0,0.9952
60,21,21.0,0.9952
61,21,21.0,0.9952
62,21,21.0,0.9952
63,21,21.0,0.9952
64,21,21.0,0.9952
65,21,21.0,0.9952
66,21,21.0,0.9952
67,21,21.0,0.9952
68,21,21.0,0.9952
69,21,21.0,0.9952
70,21,21.0,0.9952
71,21,21.0,0.9952
72,21,21.0,0.9952
73,21,21.0,0.9952
74,21,21.0,0.9952
75,21,21.0,0.9952
76,21,21.0,0.9952
77,21,21.0,0.9952
78,21,21.0,0.9952
79,22,22.0,0.9952
80,22,22.0,0.9952
81,22,22.0,0.9952
82,22,22.0,0.9952
83,22,22.0,0.9952
84,22,22.0,0.9952
85,22,22.0,0.9952
86,22,22.0,0.9952
87,22,22.0,0.9952
88,23,23.0,0.9952
89,23,23.0,0.9952
90,23,23.0,0.9952
91,23,23.0,0.9952
92,23,23.0,0.9952
93,23,23.0,0.9952
94,23,23.0,0.9952
95,24,24.0,0.9952
96,24,24.0,0.9952
97,25,25.0,0.9952
98,25,25.0,0.9952
99,25,25.0,0.9952
1,25,25.0,0.9952
2,25,25.0,0.9952
3,25,25.0,0.9952
4,25,25.0,0.9952
5,25,25.0,0.9952
6,25,25.0,0.9952
7,25,25.0,0.9952
8,25,25.0,0.9952
9,25,25.0,0.9952
1,25,25.0,0.9952
2,25,25.0,0.9952
3,25,25.0,0.9952
4,25,25.0,0.9952
5,25,25.0,0.9952
6,25,25.0,0.9952
7,25,25.0,0.9952
8,25,25.0,0.9952
9,25,25.0,0.9952
10,25,25.0,0.9952
11,25,25.0,0.9952
12,25,25.0,0.9952
13,25,25.0,0.9952
14,25,25.0,0.9952
15,25,25.0,0.9952
16,26,26.0,0.1856
17,26,26.0,0.1856
18,26,26.0,0.1856
19,26,26.0,0.1856
20,26,26.0,0.1856
21,26,26.0,0.1856
22,26,26.0,0.1856
23,26,26.0,0.1856
24,26,26.0,0.1856
25,26,26.0,0.1856
26,26,26.0,0.1856
27,26,26.0,0.1856
28,26,26.0,0.1856
29,26,26.0,0.1856
30,26,26.0,0.1856
31,26,26.0,0.1856
32,26,26.0,0.1856
33,26,26.0,0.1856
34,26,26.0,0.1856
35,27,27.0,0.1856
36,27,27.0,0.1856
37,27,27.0,0.1856
38,27,27.0,0.1856
39,27,27.0,0.1856
40,27,27.0,0.1856
41,27,27.0,0.1856
42,27,27.0,0.1856
43,27,27.0,0.1856
44,27,27.0,0.1856
45,27,27.0,0.1856
46,27,27.0,0.1856
47,27,27.0,0.1856
48,27,27.0,0.1856
49,27,27.0,0.1856
50,27,27.0,0.1856
51,27,27.0,0.1856
52,27,27.0,0.1856
53,27,27.0,0.1856
54,27,27.0,0.1856
55,27,27.0,0.1856
56,27,27.0,0.1856
57,27,27.0,0.1856
58,27,27.0,0.1856
59,28,28.0,0.1856
60,28,28.0,0.1856
61,28,28.0,0.1856
62,28,28.0,0.1856
63,28,28.0,0.1856
64,28,28.0,0.1856
65,28,28.0,0.1856
66,28,28.0,0.1856
67,28,28.0,0.1856
68,28,28.0,0.1856
69,28,28.0,0.1856
70,28,28.0,0.1856
71,28,28.0,0.1856
72,28,28.0,0.1856
73,28,28.0,0.1856
74,28,28.0,0.1856
75,28,28.0,0.1856
76,28,28.0,0.1856
77,28,28.0,0.1856
78,28,28.0,0.1856
79,28,28.0,0.1856
80,28,28.0,0.1856
81,28,28.0,0.1856
82,28,28.0,0.1856
83,28,28.0,0.1856
84,28,28.0,0.1856
85,28,28.0,0.1856
86,28,28.0,0.1856
87,28,28.0,0.1856
88,28,28.0,0.1856
89,28,28.0,0.1856
90,28,28.0,0.1856
91,28,28.0,0.1856
92,28,28.0,0.1856
93,28,28.0,0.1856
94,28,28.0,0.1856
95,28,28.0,0.1856
96,28,28.0,0.1856
97,28,28.0,0.1856
98,28,28.0,0.1856
99,28,28.0,0.1856
1,29,29.0,0.02
2,29,29.0,0.02
3,30,30.0,0.0189
4,30,30.0,0.0189
5,30,30.0,0.0189
6,30,30.0,0.0189
7,30,30.0,-0.0295
8,30,30.0,-0.0295
9,31,31.0,-0.0295
10,31,31.0,-0.0295
11,31,31.0,-0.0295
12,31,31.0,-0.0295
13,33,33.0,-0.0295
14,33,33.0,-0.0295
15,33,33.0,-0.0295
16,34,34.0,-0.0295
17,34,34.0,-0.0295
18,34,34.0,-0.0295
19,34,34.0,-0.0295
1,34,34.0,-0.0295
2,34,34.0,-0.0295
3,34,34.0,-0.0295
4,34,34.0,-0.0295
5,34,34.0,-0.0295
6,34,34.0,-0.0295
7,34,34.0,-0.0295
8,34,34.0,-0.0295
9,35,35.0,-0.0295
10,35,35.0,-0.0295
11,35,35.0,-0.0295
12,35,35.0,-0.0295
13,35,35.0,-0.0295
14,35,35.0,-0.0295
15,35,35.0,-0.0295
16,35,35.0,-0.0295
17,35,35.0,-0.0295
18,35,35.0,-0.0295
19,35,35.0,-0.0295
20,35,35.0,-0.0295
21,35,35.0,-0.0295
22,35,35.0,-0.0295
23,35,35.0,-0.0295
24,35,35.0,-0.0295
25,35,35.0,-0.0295
26,35,35.0,-0.0295
27,35,35.0,-0.0295
28,35,35.0,-0.0295
29,35,35.0,-0.0295
30,35,35.0,-0.0295
31,35,35.0,-0.0295
32,35,35.0,-0.0295
33,35,35.0,-0.0295
34,35,35.0,-0.0295
35,35,35.0,-0.0295
36,35,35.0,-0.0295
37,35,35.0,-0.0295
38,35,35.0,-0.0295
39,35,35.0,-0.0295
40,35,35.0,-0.0295
41,35,35.0,-0.0295
42,35,35.0,-0.0295
43,35,35.0,-0.0295
44,35,35.0,-0.0295
45,35,35.0,-0.0295
46,35,35.0,-0.0295
47,35,35.0,-0.0295
48,35,35.0,-0.0295
49,35,35.0,-0.0295
50,35,35.0,-0.0295
51,35,35.0,-0.0295
52,35,35.0,-0.0295
53,35,35.0,-0.0295
54,35,35.0,-0.0295
55,35,35.0,-0.0295
56,35,35.0,-0.0295
57,35,35.0,-0.0295
58,35,35.0,-0.0295
59,35,35.0,-0.0295
60,35,35.0,-0.0295
61,35,35.0,-0.0295
62,35,35.0,-0.0295
63,35,35.0,-0.0295
64,35,35.0,-0.0295
65,35,35.0,-0.0295
66,35,35.0,-0.0295
67,35,35.0,-0.0295
68,35,35.0,-0.0295
69,35,35.0,-0.0295
70,35,35.0,-0.0295
71,35,35.0,-0.0295
72,35,35.0,-0.0295
73,35,35.0,-0.0295
74,35,35.0,-0.0295
75,35,35.0,-0.0295
76,35,35.0,-0.0295
77,35,35.0,-0.0295
78,35,35.0,-0.0295
79,35,35.0,-0.0295
80,35,35.0,-0.0295
81,35,35.0,-0.0295
82,35,35.0,-0.0295
83,35,35.0,-0.0295
84,35,35.0,-0.0295
85,35,35.0,-0.0295
86,35,35.0,-0.0295
87,35,35.0,-0.0295
88,35,35.0,-0.0295
89,35,35.0,-0.0295
90,35,35.0,-0.0295
91,35,35.0,-0.0295
92,35,35.0,-0.0295
93,35,35.0,-0.0295
94,35,35.0,-0.0295
95,35,35.0,-0.0295
96,35,35.0,-0.0295
97,35,35.0,-0.0295
98,35,35.0,-0.0295
99,35,35.0,-0.0295
100,35,35.0,-0.0295
101,35,35.0,-0.0295
102,35,35.0,-0.0295
103,35,35.0,-0.0295
104,35,35.0,-0.0295
105,35,35.0,-0.0295
106,35,35.0,-0.0295
107,35,35.0,-0.0295
108,35,35.0,-0.0295
109,35,35.0,-0.0295
110,35,35.0,-0.0295
111,35,35.0,-0.0295
112,35,35.0,-0.0295
113,35,35.0,-0.0295
114,35,35.0,-0.0295
115,35,35.0,-0.0295
116,35,35.0,-0.0295
117,35,35.0,-0.0295
118,35,35.0,-0.0295
119,35,35.0,-0.0295
1,35,35.0,-0.0295
2,35,35.0,-0.0295
3,35,35.0,-0.0295
4,35,35.0,-0.0295
5,35,35.0,-0.0295
6,35,35.0,-0.0295
7,35,35.0,-0.0295
8,35,35.0,-0.0295
9,35,35.0,-0.0295
10,35,35.0,-0.0295
11,35,35.0,-0.0295
12,35,35.0,-0.0295
13,35,35.0,-0.0295
14,35,35.0,-0.0295
15,35,35.0,-0.0295
16,35,35.0,-0.0295
17,35,35.0,-0.0295
18,36,36.0,-0.0295
19,36,36.0,-0.0295
1,36,36.0,-0.0295
2,36,36.0,-0.0295
3,36,36.0,-0.0295
4,36,36.0,-0.0295
5,36,36.0,-0.0295
6,36,36.0,-0.0295
7,36,36.0,-0.0295
8,36,36.0,-0.0295
9,36,36.0,-0.0295
10,36,36.0,-0.0295
11,36,36.0,-0.0295
12,36,36.0,-0.0295
13,36,36.0,-0.0295
14,36,36.0,-0.0295
15,36,36.0,-0.0295
16,36,36.0,-0.0295
17,36,36.0,-0.0295
18,36,36.0,-0.0295
19,36,36.0,-0.0295
20,36,36.0,-0.0295
21,36,36.0,-0.0295
22,36,36.0,-0.0295
23,36,36.0,-0.0295
24,36,36.0,-0.0295
25,36,36.0,-0.0295
26,36,36.0,-0.0295
27,36,36.0,-0.0295
28,36,36.0,-0.0295
29,36,36.0,-0.0295
1,36,36.0,-0.0295
2,36,36.0,-0.0295
3,36,36.0,-0.0295
4,36,36.0,-0.0295
5,36,36.0,-0.0295
6,36,36.0,-0.0295
7,36,36.0,-0.0295
8,36,36.0,-0.0295
9,36,36.0,-0.0295
10,36,36.0,-0.0295
11,36,36.0,-0.0295
12,36,36.0,-0.0295
13,36,36.0,-0.0295
14,36,36.0,-0.0295
15,36,36.0,-0.0295
16,36,36.0,-0.0295
17,36,36.0,-0.0295
18,36,36.0,-0.0295
19,36,36.0,-0.0295
20,36,36.0,-0.0295
21,36,36.0,-0.0295
22,36,36.0,-0.0295
23,36,36.0,-0.0295
24,36,36.0,-0.0295
25,36,36.0,-0.0295
26,36,36.0,-0.0295
27,36,36.0,-0.0295
28,36,36.0,-0.0295
29,37,37.0,-0.0295
30,37,37.0,-0.0295
31,37,37.0,-0.0295
32,37,37.0,-0.0295
33,37,37.0,-0.0295
34,37,37.0,-0.0295
35,37,37.0,-0.0295
36,37,37.0,-0.0295
37,37,37.0,-0.0295
38,37,37.0,-0.0295
39,37,37.0,-0.0295
40,37,37.0,-0.0295
41,37,37.0,-0.0295
42,37,37.0,-0.0295
43,37,37.0,-0.0295
44,37,37.0,-0.0295
45,37,37.0,-0.0295
46,37,37.0,-0.0295
47,37,37.0,-0.0295
48,37,37.0,-0.0295
49,37,37.0,-0.0295
50,37,37.0,-0.0295
51,37,37.0,-0.0295
52,37,37.0,-0.0295
53,37,37.0,-0.0295
54,37,37.0,-0.0295
55,37,37.0,-0.0295
56,37,37.0,-0.0295
57,37,37.0,-0.0295
58,37,37.0,-0.0295
59,37,37.0,-0.0295
60,37,37.0,-0.0295
61,37,37.0,-0.0295
62,37,37.0,-0.0295
63,37,37.0,-0.0295
64,37,37.0,-0.0295
65,37,37.0,-0.0295
66,37,37.0,-0.0295
67,37,37.0,-0.0295
68,37,37.0,-0.0295
69,37,37.0,-0.0295
70,37,37.0,-0.0295
71,37,37.0,-0.0295
72,37,37.0,-0.0295
73,37,37.0,-0.0295
74,37,37.0,-0.0295
75,37,37.0,-0.0295
76,37,37.0,-0.0295
77,37,37.0,-0.0295
78,37,37.0,-0.0295
79,37,37.0,-0.0295
80,37,37.0,-0.0295
81,37,37.0,-0.0295
82,37,37.0,-0.0295
83,38,38.0,-0.0295
84,38,38.0,-0.0295
85,38,38.0,-0.0295
86,38,38.0,-0.0295
87,38,38.0,-0.0295
88,38,38.0,-0.0295
89,38,38.0,-0.0295
90,38,38.0,-0.0295
91,38,38.0,-0.0295
92,38,38.0,-0.0295
93,38,38.0,-0.0295
94,38,38.0,-0.0295
95,38,38.0,-0.0295
96,38,38.0,-0.0295
97,38,38.0,-0.0295
98,38,38.0,-0.0295
99,38,38.0,-0.0295
100,38,38.0,-0.0295
101,38,38.0,-0.0295
102,38,38.0,-0.0295
103,38,38.0,-0.0295
104,38,38.0,-0.0295
105,38,38.0,-0.0295
106,39,39.0,-0.0295
107,39,39.0,-0.0295
108,39,39.0,-0.0295
109,39,39.0,-0.0295
110,39,39.0,-0.0295
111,39,39.0,-0.0295
112,39,39.0,-0.0295
113,39,39.0,-0.0295
114,39,39.0,-0.0295
115,39,39.0,-0.0295
116,39,39.0,-0.0295
117,39,39.0,-0.0295
118,39,39.0,-0.0295
119,39,39.0,-0.0295
120,39,39.0,-0.0295
121,39,39.0,-0.0295
122,39,39.0,-0.0295
123,39,39.0,-0.0295
124,39,39.0,-0.0295
125,39,39.0,-0.0295
126,39,39.0,-0.0295
127,40,40.0,-0.0295
128,40,40.0,-0.0295
129,40,40.0,-0.0295
130,40,40.0,-0.0295
131,40,40.0,-0.0295
132,40,40.0,-0.0295
133,40,40.0,-0.0295
134,40,40.0,-0.0295
135,40,40.0,-0.0295
136,40,40.0,-0.0295
137,40,40.0,-0.0295
138,40,40.0,-0.0295
139,40,40.0,-0.0295
1,41,41.0,-0.0295
2,41,41.0,-0.0295
3,41,41.0,-0.0295
4,41,41.0,-0.0295
5,41,41.0,-0.0295
6,41,41.0,-0.0295
7,41,41.0,-0.0295
8,41,41.0,-0.0295
9,41,41.0,-0.0295
10,41,41.0,-0.0295
11,41,41.0,-0.0295
12,41,41.0,-0.0295
13,41,41.0,-0.0295
14,41,41.0,-0.0295
15,41,41.0,-0.0295
16,41,41.0,-0.0295
17,41,41.0,-0.0295
18,41,41.0,-0.0295
19,41,41.0,-0.0295
20,41,41.0,-0.0295
21,41,41.0,-0.0295
22,41,41.0,-0.0295
23,41,41.0,-0.0295
24,41,41.0,-0.0295
25,41,41.0,-0.0295
26,42,42.0,-0.0295
27,42,42.0,-0.0295
28,42,42.0,-0.0295
29,42,42.0,-0.0295
30,42,42.0,-0.0295
31,42,42.0,-0.0295
32,42,42.0,-0.0295
33,42,42.0,-0.0295
34,42,42.0,-0.0295
35,42,42.0,-0.0295
36,42,42.0,-0.0295
37,42,42.0,-0.0295
38,42,42.0,-0.0295
39,42,42.0,-0.0295
40,42,42.0,-0.0295
41,42,42.0,-0.0295
42,42,42.0,-0.0295
43,42,42.0,-0.0295
44,42,42.0,-0.0295
45,42,42.0,-0.0295
46,42,42.0,-0.0295
47,42,42.0,-0.0295
48,42,42.0,-0.0295
49,42,42.0,-0.0295
50,42,42.0,-0.0295
51,42,42.0,-0.0295
52,42,42.0,-0.0295
53,42,42.0,-0.053
54,42,42.0,-0.053
55,42,42.0,-0.053
56,42,42.0,-0.053
57,42,42.0,-0.053
58,43,43.0,-0.053
59,43,43.0,-0.053
60,43,43.0,-0.053
61,43,43.0,-0.053
62,43,43.0,-0.053
63,43,43.0,-0.053
64,43,43.0,-0.053
65,43,43.0,-0.053
66,43,43.0,-0.053
67,43,43.0,-0.053
68,43,43.0,-0.053
69,43,43.0,-0.053
70,43,43.0,-0.053
71,43,43.0,-0.053
72,43,43.0,-0.053
73,43,43.0,-0.053
74,43,43.0,-0.053
75,43,43.0,-0.053
76,43,43.0,-0.053
77,43,43.0,-0.053
78,43,43.0,-0.053
79,43,43.0,-0.053
80,43,43.0,-0.053
81,43,43.0,-0.053
82,43,43.0,-0.053
83,43,43.0,-0.053
84,43,43.0,-0.053
85,43,43.0,-0.053
86,43,43.0,-0.053
87,43,43.0,-0.053
88,43,43.0,-0.053
89,43,43.0,-0.053
1,43,43.0,-0.053
2,43,43.0,-0.053
3,43,43.0,-0.053
4,43,43.0,-0.053
5,43,43.0,-0.053
6,43,43.0,-0.053
7,43,43.0,-0.053
8,43,43.0,-0.053
9,43,43.0,-0.053
10,43,43.0,-0.053
11,43,43.0,-0.053
12,43,43.0,-0.053
13,43,43.0,-0.053
14,43,43.0,-0.053
15,43,43.0,-0.053
16,43,43.0,-0.053
17,43,43.0,-0.053
18,43,43.0,-0.053
19,43,43.0,-0.053
20,43,43.0,-0.053
21,43,43.0,-0.053
22,43,43.0,-0.053
23,43,43.0,-0.053
24,43,43.0,-0.053
25,43,43.0,-0.053
26,43,43.0,-0.053
27,43,43.0,-0.053
28,43,43.0,-0.053
29,43,43.0,-0.053
30,43,43.0,-0.053
31,43,43.0,-0.053
32,43,43.0,-0.053
33,43,43.0,-0.053
34,43,43.0,-0.053
35,43,43.0,-0.053
36,43,43.0,-0.053
37,43,43.0,-0.053
38,43,43.0,-0.053
39,43,43.0,-0.053
40,43,43.0,-0.053
41,43,43.0,-0.053
42,44,44.0,-0.053
43,44,44.0,-0.053
44,44,44.0,-0.053
45,44,44.0,-0.053
46,44,44.0,-0.053
47,44,44.0,-0.053
48,44,44.0,-0.053
49,44,44.0,-0.053
50,44,44.0,-0.053
51,44,44.0,-0.0602
52,44,44.0,-0.0602
53,44,44.0,-0.0602
54,44,44.0,-0.0602
55,44,44.0,-0.0602
56,44,44.0,-0.0602
57,44,44.0,-0.0602
58,44,44.0,-0.0602
59,44,44.0,-0.0602
60,44,44.0,-0.0602
61,44,44.0,-0.0602
62,44,44.0,-0.0602
63,44,44.0,-0.0602
64,44,44.0,-0.0602
65,44,44.0,-0.0602
66,44,44.0,-0.0602
67,44,44.0,-0.0602
68,44,44.0,-0.0602
69,44,44.0,-0.0602
70,44,44.0,-0.0602
71,44,44.0,-0.0602
72,44,44.0,-0.0602
73,44,44.0,-0.0602
74,44,44.0,-0.0602
75,44,44.0,-0.0602
76,44,44.0,-0.0602
77,44,44.0,-0.0602
78,44,44.0,-0.0602
79,44,44.0,-0.0602
80,44,44.0,-0.0602
81,44,44.0,-0.0602
82,44,44.0,-0.0602
83,44,44.0,-0.0602
84,44,44.0,-0.0602
85,44,44.0,-0.0602
86,44,44.0,-0.0602
87,44,44.0,-0.0602
88,44,44.0,-0.0602
89,44,44.0,-0.0602
